Zip Code multiple,Property,Int ID,Zip Code
Matis Investment Elimination,OTHER CURRENT ASSETS : Bank Clearing Account,3282,
Matis Elimination(Moonstone),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
Moonstone Elimination(carilux),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Investment Elimination,OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Managed Companies (Consolidation entity),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
RainMaker Investments GmbH (EUR),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Investment Technologies S.à r.l. (LUX),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Fund (consolidation entity),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Capital Fund GP S.à r.l (LUX),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
Capital fund Elimination,OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Services Companies (Consolidation entity),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Investment Technologies UK Limited (UK),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
INSTA IMMO GmbH (GER),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
Chandos Holdings UG,OTHER CURRENT ASSETS : Bank Clearing Account,3282,
Arcangel Assets GmbH,OTHER CURRENT ASSETS : Bank Clearing Account,3282,
Ruscha Residential GmbH,OTHER CURRENT ASSETS : Bank Clearing Account,3282,
Chandos Elimination,OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Investment Technologies España S.L (SPN),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Digital Solutions India Private Limited (INR),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Service Elimination entity,OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Consolidation Entity (LUX),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
Rainmaker Elimination,OTHER CURRENT ASSETS : Bank Clearing Account,3282,
RI Nord GmbH (EUR),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
RI Living GmbH (EUR),OTHER CURRENT ASSETS : Bank Clearing Account,3282,
IMMO Investment Technologies S.à r.l. (LUX),OTHER CURRENT ASSETS : Net Wealth Tax (NWT) Advances (Asset),3313,
Test Entity,OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Investment Technologies S.à r.l. (LUX),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Fund (consolidation entity),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Capital Fund GP S.à r.l (LUX),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),OTHER CURRENT ASSETS : Suspense account,3314,
Capital fund Elimination,OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Services Companies (Consolidation entity),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Investment Technologies UK Limited (UK),OTHER CURRENT ASSETS : Suspense account,3314,
INSTA IMMO GmbH (GER),OTHER CURRENT ASSETS : Suspense account,3314,
Chandos Holdings UG,OTHER CURRENT ASSETS : Suspense account,3314,
Arcangel Assets GmbH,OTHER CURRENT ASSETS : Suspense account,3314,
Ruscha Residential GmbH,OTHER CURRENT ASSETS : Suspense account,3314,
Chandos Elimination,OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Investment Technologies España S.L (SPN),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Digital Solutions India Private Limited (INR),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Service Elimination entity,OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Property Owning Structure (Consolidation entity),OTHER CURRENT ASSETS : Suspense account,3314,
Carilux Investment S.à r.l (LUX),OTHER CURRENT ASSETS : Suspense account,3314,
Moonstone Holdings S.à r.l (LUX),OTHER CURRENT ASSETS : Suspense account,3314,
Matis Investment S.à r.l (LUX),OTHER CURRENT ASSETS : Suspense account,3314,
"IMMO Central Portfolio Spain, S.L. (SPN)",OTHER CURRENT ASSETS : Suspense account,3314,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Suspense account,3314,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Suspense account,3314,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Suspense account,3314,
Matis Investment Elimination,OTHER CURRENT ASSETS : Suspense account,3314,
Matis Elimination(Moonstone),OTHER CURRENT ASSETS : Suspense account,3314,
Moonstone Elimination(carilux),OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Investment Elimination,OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Managed Companies (Consolidation entity),OTHER CURRENT ASSETS : Suspense account,3314,
RainMaker Investments GmbH (EUR),OTHER CURRENT ASSETS : Suspense account,3314,
RI Nord GmbH (EUR),OTHER CURRENT ASSETS : Suspense account,3314,
RI Living GmbH (EUR),OTHER CURRENT ASSETS : Suspense account,3314,
Rainmaker Elimination,OTHER CURRENT ASSETS : Suspense account,3314,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Suspense account,3314,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Suspense account,3314,
Ruscha Residential GmbH (EUR) (IMMO managed),OTHER CURRENT ASSETS : Suspense account,3314,
Chandos Elimination (IMMO managed),OTHER CURRENT ASSETS : Suspense account,3314,
Nuveen HoldCo (Consolidation),OTHER CURRENT ASSETS : Suspense account,3314,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Suspense account,3314,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Suspense account,3314,
Nuveen Elimination,OTHER CURRENT ASSETS : Suspense account,3314,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Suspense account,3314,
Consolidation Elimination,OTHER CURRENT ASSETS : Suspense account,3314,
productivity subsidiary,OTHER CURRENT ASSETS : Suspense account,3314,
IMMO Consolidation Entity (LUX),OTHER CURRENT ASSETS : Suspense account,3314,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
Ruscha Residential GmbH (EUR) (IMMO managed),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
Arcangel Assets GmbH,OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
RI Living GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
Ruscha Residential GmbH,OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
Chandos Holdings UG,OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
RI Nord GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - monthly periodical queries,3501,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Suspense Account - OpCo PropCo,3502,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
Ruscha Residential GmbH,OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
RI Nord GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
Chandos Holdings UG,OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
Arcangel Assets GmbH,OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
RI Living GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
Ruscha Residential GmbH (EUR) (IMMO managed),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Suspense Account - Furniture FA,3503,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit,3504,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Cash in-transit - Creditor,3505,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Suspense Account - Funding Nuveen Corporate,3506,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Loan owed to aff. companies - short term,3507,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Loan owed to aff. companies <=1 year,3508,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Other assets (<1 year),3509,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Other assets (<1 year),3509,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Other assets (<1 year),3509,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
TIAA General Account Housing German Service GmbH (EUR),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Other assets (>1 year),3510,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Other assets (>1 year),3510,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Other assets (>1 year),3510,
IMMO German Service GmbH (GER),OTHER CURRENT ASSETS : Suspense Account Land,3511,
Exporo Bestand 46 GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account Land,3511,
TIAA General Account Housing German Property GmbH (EUR),OTHER CURRENT ASSETS : Suspense Account Land,3511,
Arcangel Assets GmbH (IMMO managed),OTHER CURRENT ASSETS : Suspense Account Land,3511,
IMMO German Property GmbH (GER),OTHER CURRENT ASSETS : Suspense Account Land,3511,
IMMO German Property II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account Land,3511,
Chandos Holdings UG ( IMMO managed),OTHER CURRENT ASSETS : Suspense Account Land,3511,
"IMMO IT Spain Portfolio, S.L. (SPN)",OTHER CURRENT ASSETS : Suspense Account Land,3511,
IMMO German Service II GmbH (GER),OTHER CURRENT ASSETS : Suspense Account Land,3511,
IMMO Central Portfolio UK Limited (UK),OTHER CURRENT ASSETS : Suspense Account Land,3511,
IMMO IT SPAIN ELIMINATION,OTHER CURRENT ASSETS : Suspense Account Land,3511,
IMMO Investment Technologies UK Limited (UK),OTHER CURRENT ASSETS : VAT - Funds Owed,3512,
IMMO Investment Technologies UK Limited (UK),OTHER CURRENT ASSETS : Intercompany Loan (Trading): IMMO LUX to IMMO UK,3493,
IMMO Investment Technologies S.à r.l. (LUX),OTHER CURRENT ASSETS : Intercompany Loan (Trading): IMMO LUX to IMMO GER,3513,
IMMO Investment Technologies UK Limited (UK),OTHER CURRENT ASSETS : Intercompany Loan (Trading): IMMO UK to IMMO GER,3514,
IMMO Investment Technologies UK Limited (UK),OTHER CURRENT ASSETS : Intercompany Loan (Trading): IMMO UK to Birmingham Property,3515,
IMMO Investment Technologies UK Limited (UK),OTHER CURRENT ASSETS : Intercompany Loan (Trading): IMMO UK to Birmingham Prop I,3310,
IMMO Investment Technologies UK Limited (UK),OTHER CURRENT ASSETS : Intercompany Loan (Trading): IMMO UK to Birmingham Prop II,3309,
IMMO Digital Solutions India Private Limited (INR),OTHER CURRENT ASSETS : TDS Receivable (Tax Deducted at Source),3516,
RI Living GmbH (EUR),OTHER CURRENT ASSETS : Demand. ag. RI Nord G/Forder. gg. RI Nord GmbH,3517,
RI Nord GmbH (EUR),OTHER CURRENT ASSETS : Demand. ag. RI Nord G/Forder. gg. RI Nord GmbH,3517,
IMMO Consolidation Entity (LUX),DEPOSITS,426,
RainMaker Investments GmbH (EUR),DEPOSITS,426,
RI Nord GmbH (EUR),DEPOSITS,426,
RI Living GmbH (EUR),DEPOSITS,426,
Rainmaker Elimination,DEPOSITS,426,
Chandos Holdings UG ( IMMO managed),DEPOSITS,426,
Arcangel Assets GmbH (IMMO managed),DEPOSITS,426,
Ruscha Residential GmbH (EUR) (IMMO managed),DEPOSITS,426,
Chandos Elimination (IMMO managed),DEPOSITS,426,
Nuveen HoldCo (Consolidation),DEPOSITS,426,
TIAA General Account Housing German Property GmbH (EUR),DEPOSITS,426,
TIAA General Account Housing German Service GmbH (EUR),DEPOSITS,426,
Nuveen Elimination,DEPOSITS,426,
Exporo Bestand 46 GmbH (EUR),DEPOSITS,426,
Consolidation Elimination,DEPOSITS,426,
productivity subsidiary,DEPOSITS,426,
Test Entity,DEPOSITS,426,
IMMO Investment Technologies S.à r.l. (LUX),DEPOSITS,426,
IMMO Fund (consolidation entity),DEPOSITS,426,
IMMO Capital Fund GP S.à r.l (LUX),DEPOSITS,426,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),DEPOSITS,426,
Capital fund Elimination,DEPOSITS,426,
IMMO Services Companies (Consolidation entity),DEPOSITS,426,
IMMO Investment Technologies UK Limited (UK),DEPOSITS,426,
INSTA IMMO GmbH (GER),DEPOSITS,426,
Chandos Holdings UG,DEPOSITS,426,
Arcangel Assets GmbH,DEPOSITS,426,
Ruscha Residential GmbH,DEPOSITS,426,
Chandos Elimination,DEPOSITS,426,
IMMO Investment Technologies España S.L (SPN),DEPOSITS,426,
IMMO Digital Solutions India Private Limited (INR),DEPOSITS,426,
IMMO Service Elimination entity,DEPOSITS,426,
IMMO Property Owning Structure (Consolidation entity),DEPOSITS,426,
Carilux Investment S.à r.l (LUX),DEPOSITS,426,
Moonstone Holdings S.à r.l (LUX),DEPOSITS,426,
Matis Investment S.à r.l (LUX),DEPOSITS,426,
"IMMO Central Portfolio Spain, S.L. (SPN)",DEPOSITS,426,
"IMMO IT Spain Portfolio, S.L. (SPN)",DEPOSITS,426,
IMMO IT SPAIN ELIMINATION,DEPOSITS,426,
IMMO German Service GmbH (GER),DEPOSITS,426,
IMMO German Property GmbH (GER),DEPOSITS,426,
IMMO German Service II GmbH (GER),DEPOSITS,426,
IMMO German Property II GmbH (GER),DEPOSITS,426,
IMMO Central Portfolio UK Limited (UK),DEPOSITS,426,
Matis Investment Elimination,DEPOSITS,426,
Matis Elimination(Moonstone),DEPOSITS,426,
Moonstone Elimination(carilux),DEPOSITS,426,
IMMO Investment Elimination,DEPOSITS,426,
IMMO Managed Companies (Consolidation entity),DEPOSITS,426,
INSTA IMMO GmbH (GER),DEPOSITS : Office Deposit,826,
IMMO Investment Technologies UK Limited (UK),DEPOSITS : Office Deposit,826,
IMMO Digital Solutions India Private Limited (INR),DEPOSITS : Office Deposit,826,
IMMO Investment Technologies S.à r.l. (LUX),DEPOSITS : Office Deposit,826,
IMMO Investment Technologies España S.L (SPN),DEPOSITS : Office Deposit,826,
IMMO Investment Technologies S.à r.l. (LUX),DEPOSITS : Leasing Car Deposit,827,
IMMO Investment Technologies España S.L (SPN),DEPOSITS : Leasing Car Deposit,827,
IMMO Digital Solutions India Private Limited (INR),DEPOSITS : Leasing Car Deposit,827,
INSTA IMMO GmbH (GER),DEPOSITS : Leasing Car Deposit,827,
IMMO Investment Technologies UK Limited (UK),DEPOSITS : Leasing Car Deposit,827,
Exporo Bestand 46 GmbH (EUR),DEPOSITS : Sinking Fund,3315,
Ruscha Residential GmbH,DEPOSITS : Sinking Fund,3315,
Arcangel Assets GmbH,DEPOSITS : Sinking Fund,3315,
Chandos Holdings UG,DEPOSITS : Sinking Fund,3315,
RI Nord GmbH (EUR),DEPOSITS : Sinking Fund,3315,
Arcangel Assets GmbH (IMMO managed),DEPOSITS : Sinking Fund,3315,
TIAA General Account Housing German Service GmbH (EUR),DEPOSITS : Sinking Fund,3315,
Ruscha Residential GmbH (EUR) (IMMO managed),DEPOSITS : Sinking Fund,3315,
TIAA General Account Housing German Property GmbH (EUR),DEPOSITS : Sinking Fund,3315,
Chandos Holdings UG ( IMMO managed),DEPOSITS : Sinking Fund,3315,
RI Living GmbH (EUR),DEPOSITS : Sinking Fund,3315,
TIAA General Account Housing German Property GmbH (EUR),DEPOSITS : Sinking Fund Top-Up,3316,
Chandos Holdings UG ( IMMO managed),DEPOSITS : Sinking Fund Top-Up,3316,
Arcangel Assets GmbH (IMMO managed),DEPOSITS : Sinking Fund Top-Up,3316,
RI Nord GmbH (EUR),DEPOSITS : Sinking Fund Top-Up,3316,
Exporo Bestand 46 GmbH (EUR),DEPOSITS : Sinking Fund Top-Up,3316,
IMMO Consolidation Entity (LUX),STAFF LOANS & ADVANCES,427,
productivity subsidiary,STAFF LOANS & ADVANCES,427,
Consolidation Elimination,STAFF LOANS & ADVANCES,427,
Exporo Bestand 46 GmbH (EUR),STAFF LOANS & ADVANCES,427,
